Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Monetary Economics,2666-6790,03043932,05398,Active,Incorporating Carnegie-Rochester Conference Series on Public Policy
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Multinational Financial Management,2666-6820,1042444X,05443,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Policy Modeling,2666-6839,01618938,07729,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Public Economics,2666-6839,00472727,06023,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Public Economics Plus,2666-688X,26665514,30364,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Urban Economics,2666-691X,00941190,12085,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Labour Economics,2666-6936,09275371,05404,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,The North American Journal of Economics and Finance,2666-7193,10629408,07435,Active,Formerly known as North American Review of Economics and Finance
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Pacific-Basin Finance Journal,2666-7215,0927538X,05413,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Papers in Regional Science,2666-7215,10568190,31670,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,The Quarterly Review of Economics and Finance,2666-7649,10629769,07438,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Regional Science and Urban Economics,2666-7649,01660462,05414,Active,Formerly known as Regional and Urban Economics
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Research in Economics,2666-7657,10909443,12688,Active,Formerly known as Ricerche Economiche
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Research in Transportation Economics,2666-769X,07398859,05606,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Review of Economic Dynamics,2666-7916,10942025,12109,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Sports Economics Review,2666-7924,27731618,31448,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Structural Change and Economic Dynamics,2666-7991,0954349X,05424,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Sustainable Technology and Entrepreneurship,2666-8181,27730328,31401,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,Transnational Corporations Review,2666-8211,19252099,31626,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Economics and Econometrics,World Development,2666-822X,0305750X,00386,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Asia and the Global Economy,2666-8270,26671115,31121,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",The Asian Journal of Shipping and Logistics,2666-8270,20925212,10107,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Central Bank Review,2666-8289,13030701,18264,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Development and Sustainability in Economics and Finance,2666-8319,29505240,31814,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",EconomiA,2666-8335,15177580,18044,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",International Economics,2666-9102,21107017,17008,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Journal of Behavioral and Experimental Finance,2666-9129,22146350,17034,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Journal of Financial Stability,2666-9161,15723089,05540,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Progress in Economic Geography,2666-9374,29496942,31485,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Research in Globalization,2666-9374,2590051X,30028,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance","Economics, Econometrics and Finance (General)",Research in Social Stratification and Mobility,2666-9374,02765624,04238,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Finance,Accounting Theory and Practice,2666-951X,29499453,31663,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Finance,Journal of Climate Finance,2666-979X,29497280,31497,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Finance,The Journal of Finance and Data Science,2666-979X,24059188,18234,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Finance,Journal of Sustainable Finance and Accounting,2667-0119,29503701,31772,Active,
Social Sciences and Humanities,"Economics, Econometrics and Finance",Finance,Latin American Journal of Central Banking,2667-0224,26661438,30382,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Contemporary Educational Psychology,2667-0712,0361476X,12019,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Current Opinion in Psychology,2667-0712,2352250X,18066,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Early Childhood Research Quarterly,2667-0712,08852006,07453,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,International Journal of Clinical and Health Psychology,2667-0895,16972600,15827,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Applied Developmental Psychology,2667-0968,01933973,07456,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Criminal Justice,2667-100X,00472352,00366,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Journal of Environmental Psychology,2667-1026,02724944,12640,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Journal of School Psychology,2667-1093,00224405,00699,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Pratiques Psychologiques,2667-1182,12691763,09159,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Psychologie du Travail et des Organisations,2667-1182,14202530,09157,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Revista de Psicodidáctica,2667-1344,11361034,16447,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Revista de Psicodidáctica (English ed.),2667-1344,25303805,16445,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Revue Européenne de Psychologie Appliquée,2667-1360,11629088,09160,Active,
Social Sciences and Humanities,Psychology,Applied Psychology,Transportation Research Part F: Traffic Psychology and Behaviour,2667-1379,13698478,01022,Active,
Social Sciences and Humanities,Psychology,Clinical Psychology,Methods in Psychology,2667-2588,25902601,30115,Active,
Social Sciences and Humanities,Psychology,Developmental and Educational Psychology,Child Protection and Practice,2667-2952,29501938,31650,Active,
Social Sciences and Humanities,Psychology,Developmental and Educational Psychology,Cognitive Development,2667-2952,08852014,07450,Active,
Social Sciences and Humanities,Psychology,Developmental and Educational Psychology,Developmental Review,2667-3126,02732297,12026,Active,
Social Sciences and Humanities,Psychology,Developmental and Educational Psychology,Educational Research Review,2667-3185,1747938X,04233,Active,
Social Sciences and Humanities,Psychology,Developmental and Educational Psychology,Journal of Experimental Child Psychology,2667-3207,00220965,12063,Active,
Social Sciences and Humanities,Psychology,Developmental and Educational Psychology,"Learning, Culture and Social Interaction",2667-3444,22106561,12938,Active,
Social Sciences and Humanities,Psychology,Developmental and Educational Psychology,Learning and Individual Differences,2667-3444,10416080,07434,Active,
Social Sciences and Humanities,Psychology,Developmental and Educational Psychology,Learning and Instruction,2667-3444,09594752,00956,Active,
Social Sciences and Humanities,Psychology,Developmental and Educational Psychology,New Ideas in Psychology,2667-3681,0732118X,00678,Active,
Social Sciences and Humanities,Psychology,Developmental and Educational Psychology,"Social and Emotional Learning: Research, Practice, and Policy",2667-3819,27732339,31457,Active,
